alpha,beta,living_loss,object_loss,living_acc,object_acc,avg_loss,worst_loss,avg_acc,worst_acc
-0.175,0.35,1.4924759419759115,0.38270188331604005,0.6183333333333333,0.87,0.9375889126459758,1.4924759419759115,0.7441666666666666,0.6183333333333333
-0.175,0.42499999999999993,1.6344066365559895,0.3727956008911133,0.5983333333333334,0.8775,1.0036011187235514,1.6344066365559895,0.7379166666666667,0.5983333333333334
-0.175,0.5,1.7989976501464844,0.3660307598114014,0.57,0.88,1.082514204978943,1.7989976501464844,0.725,0.57
-0.175,0.575,1.9883399200439453,0.36207319259643556,0.5483333333333333,0.88,1.1752065563201906,1.9883399200439453,0.7141666666666666,0.5483333333333333
-0.175,0.6499999999999999,2.20406364440918,0.36066963195800783,0.5,0.88,1.2823666381835939,2.20406364440918,0.69,0.5
-0.175,0.725,2.447102254231771,0.361607027053833,0.46166666666666667,0.875,1.404354640642802,2.447102254231771,0.6683333333333333,0.46166666666666667
-0.175,0.8,2.7175708770751954,0.36467905044555665,0.43,0.8725,1.541124963760376,2.7175708770751954,0.65125,0.43
-0.175,0.875,3.0146363576253257,0.36968189239501953,0.3883333333333333,0.8725,1.6921591250101726,3.0146363576253257,0.6304166666666666,0.3883333333333333
-0.175,0.95,3.3365816752115887,0.37643869400024416,0.345,0.8775,1.8565101846059164,3.3365816752115887,0.61125,0.345
-0.175,1.025,3.681249237060547,0.3848243141174316,0.32666666666666666,0.88,2.033036775588989,3.681249237060547,0.6033333333333333,0.32666666666666666
-0.175,1.0999999999999999,4.046467997233073,0.3947733211517334,0.3,0.88,2.220620659192403,4.046467997233073,0.59,0.3
-0.175,1.175,4.430218658447266,0.4062762928009033,0.275,0.8775,2.4182474756240846,4.430218658447266,0.5762499999999999,0.275
-0.175,1.25,4.830659434000651,0.41936800003051755,0.24666666666666667,0.8775,2.6250137170155843,4.830659434000651,0.5620833333333333,0.24666666666666667
-0.1,-0.25,0.8839460245768229,0.6939923286437988,0.7533333333333333,0.785,0.7889691766103109,0.8839460245768229,0.7691666666666667,0.7533333333333333
-0.1,-0.175,0.9053812154134114,0.6242156028747559,0.75,0.805,0.7647984091440836,0.9053812154134114,0.7775000000000001,0.75
-0.1,-0.1,0.9334659576416016,0.566418685913086,0.745,0.8175,0.7499423217773438,0.9334659576416016,0.78125,0.745
-0.1,-0.025000000000000022,0.969639180501302,0.5187002754211426,0.735,0.8325,0.7441697279612223,0.969639180501302,0.78375,0.735
-0.1,0.04999999999999999,1.0156189346313476,0.47958141326904297,0.725,0.83,0.7476001739501953,1.0156189346313476,0.7775,0.725
-0.1,0.125,1.0733018875122071,0.4478828239440918,0.6983333333333334,0.845,0.7605923557281494,1.0733018875122071,0.7716666666666667,0.6983333333333334
-0.1,0.19999999999999996,1.144576021830241,0.4225946521759033,0.6716666666666666,0.86,0.7835853370030721,1.144576021830241,0.7658333333333334,0.6716666666666666
-0.1,0.275,1.231230608622233,0.4027970027923584,0.65,0.8625,0.8170138057072958,1.231230608622233,0.7562500000000001,0.65
-0.1,0.35,1.335064214070638,0.3876603126525879,0.6366666666666667,0.87,0.8613622633616129,1.335064214070638,0.7533333333333334,0.6366666666666667
-0.1,0.42499999999999993,1.4580511856079101,0.3764852714538574,0.62,0.8775,0.9172682285308837,1.4580511856079101,0.74875,0.62
-0.1,0.5,1.6023831431070963,0.3687244701385498,0.5966666666666667,0.8825,0.9855538066228231,1.6023831431070963,0.7395833333333333,0.5966666666666667
-0.1,0.575,1.7703680928548178,0.36397093772888184,0.5716666666666667,0.8775,1.06716951529185,1.7703680928548178,0.7245833333333334,0.5716666666666667
-0.1,0.6499999999999999,1.96416254679362,0.36192612648010253,0.5416666666666666,0.8775,1.1630443366368612,1.96416254679362,0.7095833333333332,0.5416666666666666
-0.1,0.725,2.1854039001464844,0.36235919952392576,0.5033333333333333,0.8725,1.2738815498352052,2.1854039001464844,0.6879166666666667,0.5033333333333333
-0.1,0.8,2.4349241892496747,0.3650644588470459,0.455,0.8725,1.3999943240483603,2.4349241892496747,0.6637500000000001,0.455
-0.1,0.875,2.712553736368815,0.36983700752258303,0.4216666666666667,0.8725,1.541195371945699,2.712553736368815,0.6470833333333333,0.4216666666666667
-0.1,0.95,3.0170086161295573,0.3764839267730713,0.385,0.8775,1.6967462714513144,3.0170086161295573,0.63125,0.385
-0.1,1.025,3.3461866251627606,0.38485457420349123,0.345,0.8775,1.865520599683126,3.3461866251627606,0.61125,0.345
